Name,Type,Size,Location
ScatterGatherFlag,.bss,1 (0x1),DMA.o
ui8ControlTable,.bss,1024 (0x400),DMA.o
DMA_SoftwareTransfer_Callback,.bss,128 (0x80),DMA.o
DMA_ErrorHandler_Callback,.bss,128 (0x80),DMA.o
handlerCounter,.bss,4 (0x4),DMA.o
__gcov0.DMA_RegisterCallbackFunction_ErrorHandler,.bss,8 (0x8),DMA.o
__gcov0.DMA_RegisterCallbackFunction_SoftwareTransfer,.bss,8 (0x8),DMA.o
__gcov0.DMA_ChannelPeripheralScatterGatherSet,.bss,16 (0x10),DMA.o
__gcov0.DMA_ChannelScatterGatherSet,.bss,16 (0x10),DMA.o
__gcov0.DMA_MemoryToMemory_Transfer,.bss,32 (0x20),DMA.o
__gcov0.DMA_DeAssignChannel,.bss,8 (0x8),DMA.o
__gcov0.DMA_AssignChannel,.bss,8 (0x8),DMA.o
__gcov0.DMA_ConfigurePriority,.bss,24 (0x18),DMA.o
__gcov0.DMA_ConfigureChannelInterrupt,.bss,24 (0x18),DMA.o
__gcov0.DMA_ConfigurePeripheralInterrupt,.bss,56 (0x38),DMA.o
__gcov0.DMA_ConfigureChannelsRequests,.bss,8 (0x8),DMA.o
__gcov0.DMA_ConfigureChannelSoftwareRequest,.bss,24 (0x18),DMA.o
__gcov0.DMA_ChannelAlternateControlStructureSet,.bss,40 (0x28),DMA.o
__gcov0.DMA_ChannelControlStructureSet,.bss,40 (0x28),DMA.o
__gcov0.DMA_EnableChannel,.bss,8 (0x8),DMA.o
__gcov0.DMA_ConfigureControlTableBaseAddress,.bss,8 (0x8),DMA.o
__gcov0.DMA_DisableChannelAttributes,.bss,24 (0x18),DMA.o
__gcov0.DMA_EnableChannelAttributes,.bss,32 (0x20),DMA.o
__gcov0.DMA_PeripheralInitialization,.bss,8 (0x8),DMA.o
__gcov0.DMA_SoftwareTransferHandler,.bss,16 (0x10),DMA.o
__gcov0.DMA_ErrorHandler,.bss,8 (0x8),DMA.o
__gcov0.__gnu_mcount_nc,.bss,8 (0x8),dummy_mcount.o
EXTI_Callback,.bss,24 (0x18),GPIO.o
__gcov0.RegisterCallbackFunction,.bss,8 (0x8),GPIO.o
__gcov0.GPIO_EnableAFSEL_UART,.bss,64 (0x40),GPIO.o
__gcov0.GPIO_EnableAFSEL_GPTM,.bss,48 (0x30),GPIO.o
__gcov0.GPIO_WriteBitBandBits,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_ReadBitBandBits,.bss,8 (0x8),GPIO.o
__gcov0.GPIO_ToggleBitBandBits,.bss,8 (0x8),GPIO.o
__gcov0.GPIO_ConfigureInputPin,.bss,64 (0x40),GPIO.o
__gcov0.GPIO_SetInputStatus,.bss,8 (0x8),GPIO.o
__gcov0.GPIO_SetPinDirection,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_ConfigureOutputPin,.bss,48 (0x30),GPIO.o
__gcov0.GPIO_ConfigureInterruptMask,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_EXTIClearInterrupt,.bss,8 (0x8),GPIO.o
__gcov0.GPIO_ConfigureCommit,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_ConfigureDigitalEnable,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_ConfigurePortControl,.bss,8 (0x8),GPIO.o
__gcov0.GPIO_ConfigureAnalogModeSelect,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_ConfigureAlternateFunctionSelect,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_TogglePinValue,.bss,8 (0x8),GPIO.o
__gcov0.GPIO_SetData,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_SetPinStatus,.bss,24 (0x18),GPIO.o
__gcov0.GPIO_EnableRunModeClockGateControl,.bss,16 (0x10),GPIO.o
__gcov0.EXTIFIntHandler,.bss,24 (0x18),GPIO.o
__gcov0.EXTIEIntHandler,.bss,24 (0x18),GPIO.o
__gcov0.EXTIDIntHandler,.bss,24 (0x18),GPIO.o
__gcov0.EXTICIntHandler,.bss,24 (0x18),GPIO.o
__gcov0.EXTIBIntHandler,.bss,24 (0x18),GPIO.o
__gcov0.EXTIAIntHandler,.bss,24 (0x18),GPIO.o
__gcov0.GPTM_GenerateDelay,.bss,32 (0x20),GPTM.o
__gcov0.GPTM_InitializeDelayMode,.bss,32 (0x20),GPTM.o
__gcov0.GPTM_GeneratePWM,.bss,40 (0x28),GPTM.o
__gcov0.GPTM_InitializePWM,.bss,32 (0x20),GPTM.o
__gcov0.GPTM_DisableTimer,.bss,8 (0x8),GPTM.o
__gcov0.GPTM_EnableTimer,.bss,8 (0x8),GPTM.o
__gcov0.GPTM_EnableClkTimer,.bss,40 (0x28),GPTM.o
__gcov0.HC05_WriteString,.bss,24 (0x18),HC-05.o
__gcov0.HC05_WriteChar,.bss,16 (0x10),HC-05.o
__gcov0.HC05_ReadChar,.bss,16 (0x10),HC-05.o
__gcov0.HC05_ReceiveString_DMA,.bss,32 (0x20),HC-05.o
__gcov0.HC05_SendString_DMA,.bss,32 (0x20),HC-05.o
__gcov0.HC05_Initialization_DMA,.bss,24 (0x18),HC-05.o
__gcov0.HC05_Initialization,.bss,16 (0x10),HC-05.o
SourceBuffer_DMA,.bss,1024 (0x400),main.o
DestBufferA,.bss,1 (0x1),main.o
DestBufferB,.bss,1 (0x1),main.o
DestBuffer_DMA,.bss,1024 (0x400),main.o
ListDest,.bss,24 (0x18),main.o
IndexCounter,.bss,4 (0x4),main.o
indexCounter,.bss,4 (0x4),main.o
MySystemClock,.bss,4 (0x4),main.o
SourceArray512,.bss,512 (0x200),main.o
DestArray512,.bss,512 (0x200),main.o
IdleLoopCounter,.bss,4 (0x4),main.o
__gcov0.main,.bss,136 (0x88),main.o
__gcov0.UnusedFunc1,.bss,16 (0x10),main.o
__gcov0.NVIC_AssignPriority,.bss,40 (0x28),NVIC.o
__gcov0.NVIC_SetPriorityGrouping,.bss,8 (0x8),NVIC.o
__gcov0.NVIC_Clear_Pending,.bss,8 (0x8),NVIC.o
__gcov0.NVIC_Set_Pending,.bss,8 (0x8),NVIC.o
__gcov0.NVIC_Clear_Interrupt,.bss,8 (0x8),NVIC.o
__gcov0.NVIC_Enable_Interrupt,.bss,8 (0x8),NVIC.o
Stack_top,.bss,1024 (0x400),startup.o
__gcov0.Reset_Handler,.bss,32 (0x20),startup.o
__gcov0.Default_Handler,.bss,16 (0x10),startup.o
__gcov0.SC_ADC_ClkIntialization,.bss,8 (0x8),SystemControl.o
__gcov0.SC_GetPWMFrequency,.bss,24 (0x18),SystemControl.o
__gcov0.SC_PWMClkIntialization,.bss,24 (0x18),SystemControl.o
__gcov0.SC_GetSystemClock,.bss,48 (0x30),SystemControl.o
__gcov0.SC_GetOscillatorValue,.bss,32 (0x20),SystemControl.o
__gcov0.SC_Initialization,.bss,56 (0x38),SystemControl.o
__gcov0.SC_EnableRunModeClockPWM,.bss,8 (0x8),SystemControl.o
Systick_Callback,.bss,4 (0x4),SystickTimer.o
__gcov0.Systick_ClearFlag,.bss,8 (0x8),SystickTimer.o
__gcov0.SysTickGenerateDelay_Interrupt,.bss,40 (0x28),SystickTimer.o
__gcov0.Systick_RegisterCallbackFunction,.bss,8 (0x8),SystickTimer.o
__gcov0.SysTickGenerateDelay_Polling,.bss,48 (0x30),SystickTimer.o
__gcov0.SysTickConfigureClockSource,.bss,8 (0x8),SystickTimer.o
__gcov0.SysTickFrequencyGet,.bss,24 (0x18),SystickTimer.o
__gcov0.SysTickDisable,.bss,8 (0x8),SystickTimer.o
__gcov0.SysTickEnable,.bss,8 (0x8),SystickTimer.o
__gcov0.SystickHandler,.bss,24 (0x18),SystickTimer.o
UARTDMA_TxFlag,.bss,1 (0x1),UART.o
UARTDMA_RxFlag,.bss,1 (0x1),UART.o
UART0_Callback,.bss,20 (0x14),UART.o
UART1_Callback,.bss,20 (0x14),UART.o
UART2_Callback,.bss,20 (0x14),UART.o
UART3_Callback,.bss,20 (0x14),UART.o
UART4_Callback,.bss,20 (0x14),UART.o
UART5_Callback,.bss,20 (0x14),UART.o
UART6_Callback,.bss,20 (0x14),UART.o
UART7_Callback,.bss,20 (0x14),UART.o
__gcov0.UART7_RegisterCallbackFunction,.bss,8 (0x8),UART.o
__gcov0.UART6_RegisterCallbackFunction,.bss,8 (0x8),UART.o
__gcov0.UART5_RegisterCallbackFunction,.bss,8 (0x8),UART.o
__gcov0.UART4_RegisterCallbackFunction,.bss,8 (0x8),UART.o
__gcov0.UART3_RegisterCallbackFunction,.bss,8 (0x8),UART.o
__gcov0.UART2_RegisterCallbackFunction,.bss,8 (0x8),UART.o
__gcov0.UART1_RegisterCallbackFunction,.bss,8 (0x8),UART.o
__gcov0.UART0_RegisterCallbackFunction,.bss,8 (0x8),UART.o
__gcov0.UART_RecCharwTimeOut,.bss,24 (0x18),UART.o
__gcov0.UART_DMA_Reload_AlternateControlStructure,.bss,16 (0x10),UART.o
__gcov0.UART_DMA_Reload_PrimaryControlStructure,.bss,16 (0x10),UART.o
__gcov0.UART_Receive_DMA,.bss,8 (0x8),UART.o
__gcov0.UART_Transmit_DMA,.bss,16 (0x10),UART.o
__gcov0.UART_RecieveChar_Interrupt,.bss,16 (0x10),UART.o
__gcov0.UART_TransmitChar_Interrupt,.bss,16 (0x10),UART.o
__gcov0.UART_RecieveChar_Polling,.bss,16 (0x10),UART.o
__gcov0.UART_TransmitChar_Polling,.bss,16 (0x10),UART.o
__gcov0.UART_ConfigureInterruptSource,.bss,48 (0x30),UART.o
__gcov0.UART_Initialization,.bss,16 (0x10),UART.o
__gcov0.UART7_IntHandler,.bss,64 (0x40),UART.o
__gcov0.UART6_IntHandler,.bss,64 (0x40),UART.o
__gcov0.UART5_IntHandler,.bss,64 (0x40),UART.o
__gcov0.UART4_IntHandler,.bss,64 (0x40),UART.o
__gcov0.UART3_IntHandler,.bss,64 (0x40),UART.o
__gcov0.UART2_IntHandler,.bss,64 (0x40),UART.o
__gcov0.UART1_IntHandler,.bss,64 (0x40),UART.o
__gcov0.UART0_IntHandler,.bss,64 (0x40),UART.o
